,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499
intensity,2310.0,2538.0,2536.0,2329.0,2540.0,2687.0,2488.0,2311.0,2551.0,2502.0,2267.0,2593.0,2564.0,2473.0,2385.0,2639.0,2508.0,2329.0,2593.0,2597.0,2320.0,2543.0,2677.0,2250.0,2525.0,2630.0,2419.0,2405.0,2693.0,2532.0,2387.0,2641.0,2454.0,2341.0,2553.0,2629.0,2244.0,2451.0,2638.0,2323.0,2387.0,2655.0,2523.0,2354.0,2657.0,2551.0,2319.0,2635.0,2621.0,2310.0,2491.0,2553.0,2524.0,2363.0,2649.0,2502.0,2285.0,2548.0,2375.0,2381.0,2574.0,2584.0,2429.0,2557.0,2658.0,2378.0,2458.0,2631.0,2413.0,2375.0,2483.0,2492.0,2325.0,2532.0,2579.0,2373.0,2374.0,2709.0,2391.0,2356.0,2538.0,2469.0,2315.0,2567.0,2579.0,2293.0,2593.0,2630.0,2320.0,2513.0,2554.0,2461.0,2368.0,2600.0,2466.0,2352.0,2492.0,2640.0,2314.0,2583.0,2550.0,2358.0,2408.0,2666.0,2401.0,2318.0,2691.0,2551.0,2288.0,2562.0,2586.0,2285.0,2454.0,2589.0,2388.0,2564.0,2662.0,2451.0,2435.0,2476.0,2524.0,2287.0,2636.0,2500.0,2282.0,2485.0,2601.0,2416.0,2447.0,2706.0,2454.0,2377.0,2586.0,2531.0,2408.0,2422.0,2591.0,2373.0,2548.0,2605.0,2535.0,2357.0,2618.0,2503.0,2330.0,2564.0,2603.0,2324.0,2656.0,2662.0,2331.0,2441.0,2655.0,2356.0,2404.0,2636.0,2416.0,2211.0,2540.0,2464.0,2285.0,2464.0,2667.0,2281.0,2439.0,2560.0,2378.0,2401.0,2621.0,2563.0,2419.0,2678.0,2566.0,2340.0,2565.0,2642.0,2353.0,2443.0,2581.0,2377.0,2385.0,2566.0,2463.0,2343.0,2612.0,2624.0,2329.0,2481.0,2467.0,2367.0,2417.0,2594.0,2469.0,2449.0,2598.0,2457.0,2311.0,2570.0,2514.0,2402.0,2499.0,2562.0,2314.0,2474.0,2723.0,2400.0,2319.0,2587.0,2446.0,2341.0,2577.0,2501.0,2387.0,2505.0,2665.0,2351.0,2512.0,2609.0,2489.0,2452.0,2672.0,2441.0,2364.0,2535.0,2531.0,2361.0,2430.0,2522.0,2416.0,2437.0,2559.0,2431.0,2314.0,2660.0,2543.0,2283.0,2568.0,2599.0,2364.0,2453.0,2569.0,2377.0,2479.0,2597.0,2482.0,2332.0,2523.0,2449.0,2261.0,2656.0,2625.0,2253.0,2505.0,2706.0,2338.0,2499.0,2671.0,2552.0,2313.0,2815.0,2546.0,2238.0,2430.0,2593.0,2296.0,2477.0,2638.0,2368.0,2418.0,2702.0,2490.0,2278.0,2610.0,2480.0,2334.0,2631.0,2503.0,2354.0,2534.0,2533.0,2367.0,2460.0,2731.0,2405.0,2441.0,2673.0,2442.0,2294.0,2524.0,2604.0,2284.0,2466.0,2493.0,2372.0,2414.0,2748.0,2445.0,2401.0,2612.0,2627.0,2383.0,2559.0,2708.0,2300.0,2432.0,2518.0,2377.0,2404.0,2632.0,2455.0,2322.0,2602.0,2506.0,2341.0,2482.0,2610.0,2358.0,2440.0,2648.0,2333.0,2434.0,2646.0,2420.0,2292.0,2533.0,2506.0,2270.0,2546.0,2643.0,2363.0,2485.0,2602.0,2406.0,2483.0,2752.0,2541.0,2276.0,2550.0,2479.0,2325.0,2480.0,2785.0,2352.0,2430.0,2588.0,2435.0,2413.0,2542.0,2557.0,2262.0,2340.0,2614.0,2315.0,2407.0,2637.0,2436.0,2551.0,2530.0,2357.0,2424.0,2608.0,2559.0,2363.0,2492.0,2552.0,2322.0,2502.0,2602.0,2394.0,2336.0,2571.0,2384.0,2437.0,2621.0,2532.0,2336.0,2663.0,2533.0,2316.0,2601.0,2635.0,2399.0,2423.0,2606.0,2427.0,2319.0,2683.0,2549.0,2342.0,2464.0,2642.0,2324.0,2508.0,2639.0,2349.0,2371.0,2571.0,2435.0,2338.0,2690.0,2506.0,2256.0,2465.0,2579.0,2324.0,2452.0,2626.0,2311.0,2445.0,2615.0,2422.0,2367.0,2585.0,2494.0,2312.0,2555.0,2473.0,2394.0,2562.0,2754.0,2374.0,2425.0,2638.0,2538.0,2301.0,2625.0,2573.0,2336.0,2476.0,2587.0,2451.0,2514.0,2620.0,2387.0,2462.0,2644.0,2545.0,2336.0,2582.0,2607.0,2346.0,2443.0,2501.0,2371.0,2494.0,2598.0,2518.0,2336.0,2701.0,2577.0,2333.0,2622.0,2486.0,2345.0,2481.0,2674.0,2305.0,2398.0,2623.0,2423.0,2317.0,2569.0,2448.0,2237.0,2634.0,2525.0,2290.0,2505.0,2560.0,2452.0,2478.0,2539.0,2446.0,2293.0,2548.0,2532.0,2208.0,2662.0,2635.0,2274.0,2529.0,2623.0,2349.0,2393.0,2466.0,2368.0,2396.0,2540.0,2543.0,2404.0,2502.0,2636.0,2405.0,2533.0,2585.0,2327.0,2492.0,2642.0,2442.0,2337.0
opd,-2.8775781249999997e-05,-2.8873437499999993e-05,-2.897109374999999e-05,-2.9068749999999995e-05,-2.9166406249999998e-05,-2.9264062499999997e-05,-2.936171875e-05,-2.9459374999999996e-05,-2.955703125e-05,-2.9654687499999998e-05,-2.9752343749999998e-05,-2.985e-05,-3.095234374999999e-05,-3.08546875e-05,-3.0757031249999994e-05,-3.0659375e-05,-3.0561718749999995e-05,-3.0464062499999996e-05,-3.0366406249999997e-05,-3.0268749999999994e-05,-3.0171093749999998e-05,-3.00734375e-05,-2.9975781249999996e-05,-2.9878124999999996e-05,-2.9780468749999993e-05,-2.9682812499999997e-05,-2.9585156249999998e-05,-2.948749999999999e-05,-2.9389843749999996e-05,-2.92921875e-05,-2.9194531249999997e-05,-2.9096874999999997e-05,-2.899921874999999e-05,-2.8901562499999995e-05,-2.880390625e-05,-2.8706249999999993e-05,-2.860859374999999e-05,-2.851093749999999e-05,-2.8413281249999988e-05,-2.8315624999999992e-05,-2.8217968749999986e-05,-2.812031249999999e-05,-2.802265624999999e-05,-2.7924999999999988e-05,-2.782734375e-05,-2.77296875e-05,-2.7632031249999996e-05,-2.7534374999999997e-05,-2.7436718749999994e-05,-2.7339062499999998e-05,-2.724140625e-05,-2.7143749999999992e-05,-2.704609374999999e-05,-2.6948437499999994e-05,-2.685078124999999e-05,-2.675312499999999e-05,-2.665546874999999e-05,-2.655781249999999e-05,-2.6460156249999993e-05,-2.636249999999999e-05,-2.626484374999999e-05,-2.616718749999999e-05,-2.606953124999999e-05,-2.5971874999999993e-05,-2.587421874999999e-05,-2.577656249999999e-05,-2.567890624999999e-05,-2.558124999999999e-05,-2.5483593749999996e-05,-2.5385937499999993e-05,-2.5288281249999993e-05,-2.5190624999999997e-05,-2.5092968749999995e-05,-2.4995312499999995e-05,-2.4897656249999992e-05,-2.4799999999999996e-05,-2.470234374999999e-05,-2.460468749999999e-05,-2.450703124999999e-05,-2.4409374999999992e-05,-2.4311718749999993e-05,-2.421406249999999e-05,-2.411640624999999e-05,-2.4018749999999994e-05,-2.392109374999999e-05,-2.3823437499999992e-05,-2.372578124999999e-05,-2.3628124999999993e-05,-2.353046874999999e-05,-2.343281249999999e-05,-2.333515624999999e-05,-2.3237499999999992e-05,-2.3139843749999993e-05,-2.304218749999999e-05,-2.294453124999999e-05,-2.284687499999999e-05,-2.2749218749999992e-05,-2.2651562499999992e-05,-2.255390624999999e-05,-2.2456249999999994e-05,-2.235859374999999e-05,-2.226093749999999e-05,-2.2163281249999992e-05,-2.2065624999999993e-05,-2.1967968749999993e-05,-2.187031249999999e-05,-2.177265624999999e-05,-2.1674999999999995e-05,-2.1577343749999992e-05,-2.1479687499999993e-05,-2.138203124999999e-05,-2.1284374999999994e-05,-2.1186718749999994e-05,-2.108906249999999e-05,-2.0991406249999992e-05,-2.0893749999999993e-05,-2.0796093749999993e-05,-2.0698437499999994e-05,-2.060078124999999e-05,-2.0503124999999995e-05,-2.0405468749999992e-05,-2.0307812499999993e-05,-2.021015624999999e-05,-2.0112499999999994e-05,-2.0014843749999995e-05,-1.9917187499999992e-05,-1.9819531249999993e-05,-1.9721874999999997e-05,-1.9624218749999994e-05,-1.9526562499999994e-05,-1.942890624999999e-05,-1.9331249999999996e-05,-1.9233593749999996e-05,-1.9135937499999993e-05,-1.9038281249999994e-05,-1.8940624999999995e-05,-1.8842968749999995e-05,-1.8745312499999992e-05,-1.8647656249999993e-05,-1.8549999999999997e-05,-1.8452343749999994e-05,-1.8354687499999995e-05,-1.8257031249999992e-05,-1.8159374999999996e-05,-1.8061718749999993e-05,-1.7964062499999994e-05,-1.7866406249999994e-05,-1.7768749999999995e-05,-1.7671093749999995e-05,-1.7573437499999993e-05,-1.7475781249999993e-05,-1.7378124999999997e-05,-1.7280468749999994e-05,-1.7182812499999995e-05,-1.7085156249999992e-05,-1.6987499999999996e-05,-1.6889843749999997e-05,-1.6792187499999994e-05,-1.6694531249999995e-05,-1.6596874999999995e-05,-1.6499218749999996e-05,-1.6401562499999993e-05,-1.6303906249999994e-05,-1.6206249999999998e-05,-1.6108593749999995e-05,-1.6010937499999995e-05,-1.5913281249999993e-05,-1.5815624999999993e-05,-1.5717968749999997e-05,-1.5620312499999994e-05,-1.5522656249999995e-05,-1.5424999999999995e-05,-1.5327343749999996e-05,-1.5229687499999995e-05,-1.5132031249999996e-05,-1.5034374999999994e-05,-1.4936718749999995e-05,-1.4839062499999994e-05,-1.4741406249999996e-05,-1.4643749999999995e-05,-1.4546093749999997e-05,-1.4448437499999996e-05,-1.4350781249999997e-05,-1.4253124999999996e-05,-1.4155468749999996e-05,-1.4057812499999995e-05,-1.3960156249999998e-05,-1.3862499999999996e-05,-1.3764843749999995e-05,-1.3667187499999996e-05,-1.3569531249999997e-05,-1.3471874999999995e-05,-1.3374218749999996e-05,-1.3276562499999995e-05,-1.3178906249999996e-05,-1.3081249999999996e-05,-1.2983593749999997e-05,-1.2885937499999997e-05,-1.2788281249999998e-05,-1.2690624999999997e-05,-1.2592968749999997e-05,-1.2495312499999996e-05,-1.2397656249999997e-05,-1.2299999999999997e-05,-1.2202343749999998e-05,-1.2104687499999997e-05,-1.2007031249999998e-05,-1.1909374999999996e-05,-1.1811718749999997e-05,-1.1714062499999998e-05,-1.1616406249999998e-05,-1.1518749999999997e-05,-1.1421093749999996e-05,-1.1323437499999997e-05,-1.1225781249999997e-05,-1.1128124999999996e-05,-1.1030468749999997e-05,-1.0932812499999996e-05,-1.0835156249999996e-05,-1.0737499999999997e-05,-1.0639843749999997e-05,-1.0542187499999998e-05,-1.0444531249999998e-05,-1.0346874999999999e-05,-1.0249218749999998e-05,-1.0151562499999999e-05,-1.0053906249999997e-05,-9.956249999999998e-06,-9.858593749999999e-06,-9.760937499999998e-06,-9.663281249999998e-06,-9.565624999999997e-06,-9.467968749999998e-06,-9.370312499999998e-06,-9.272656249999999e-06,-9.174999999999998e-06,-9.07734375e-06,-8.979687499999999e-06,-8.88203125e-06,-8.784374999999998e-06,-8.686718749999999e-06,-8.5890625e-06,-8.49140625e-06,-8.393749999999999e-06,-8.296093749999998e-06,-8.198437499999999e-06,-8.100781249999999e-06,-8.003125e-06,-7.905468749999999e-06,-7.8078125e-06,-7.710156249999998e-06,-7.612499999999999e-06,-7.5148437499999984e-06,-7.417187499999998e-06,-7.319531249999999e-06,-7.2218749999999985e-06,-7.124218749999998e-06,-7.026562499999999e-06,-6.928906249999999e-06,-6.831249999999998e-06,-6.73359375e-06,-6.6359374999999995e-06,-6.53828125e-06,-6.440625e-06,-6.34296875e-06,-6.2453125e-06,-6.14765625e-06,-6.05e-06,-5.952343749999999e-06,-5.854687499999999e-06,-5.75703125e-06,-5.6593749999999995e-06,-5.561718749999999e-06,-5.4640625e-06,-5.3664062499999996e-06,-5.268749999999999e-06,-5.171093750000001e-06,-5.0734375000000005e-06,-4.975781250000001e-06,-4.878125000000001e-06,-4.780468750000001e-06,-4.682812500000001e-06,-4.585156250000001e-06,-4.487500000000001e-06,-4.38984375e-06,-4.2921875e-06,-4.194531250000001e-06,-4.0968750000000005e-06,-3.99921875e-06,-3.901562500000001e-06,-3.8039062500000006e-06,-3.7062500000000003e-06,-3.60859375e-06,-3.5109375e-06,-3.4132812500000004e-06,-3.315625e-06,-3.21796875e-06,-3.1203125000000005e-06,-3.02265625e-06,-2.925e-06,-2.8273437499999946e-06,-2.7296874999999944e-06,-2.632031249999995e-06,-2.5343749999999947e-06,-2.4367187499999944e-06,-2.339062499999995e-06,-2.2414062499999948e-06,-2.1437499999999945e-06,-2.0460937499999943e-06,-1.948437499999994e-06,-1.8507812499999946e-06,-1.7531249999999943e-06,-1.655468749999994e-06,-1.5578124999999938e-06,-1.4601562499999953e-06,-1.362499999999995e-06,-1.2648437499999964e-06,-1.1671874999999962e-06,-1.069531249999996e-06,-9.718749999999974e-07,-8.742187499999971e-07,-7.765624999999969e-07,-6.789062499999966e-07,-5.812499999999955e-07,-4.835937499999944e-07,-3.859374999999933e-07,-2.882812499999939e-07,-1.9062499999999447e-07,-9.296874999999506e-08,4.687500000006043e-09,1.0234375000000545e-07,2.0000000000000656e-07,2.9765625000000427e-07,3.953125000000054e-07,4.929687500000048e-07,5.906250000000042e-07,6.882812500000036e-07,7.859375000000047e-07,8.835937500000041e-07,9.812500000000052e-07,1.0789062500000063e-06,1.1765625000000074e-06,1.2742187500000068e-06,1.3718750000000062e-06,1.4695312500000057e-06,1.5671875000000068e-06,1.6648437500000062e-06,1.7625000000000073e-06,1.860156250000005e-06,1.957812500000006e-06,2.0554687500000055e-06,2.153125000000005e-06,2.2507812500000043e-06,2.3484375000000054e-06,2.446093750000005e-06,2.543750000000006e-06,2.6414062500000036e-06,2.7390625000000047e-06,2.836718750000004e-06,2.9343750000000036e-06,3.032031250000003e-06,3.129687500000004e-06,3.2273437500000035e-06,3.3250000000000046e-06,3.4226562500000023e-06,3.5203125000000034e-06,3.617968750000003e-06,3.7156250000000022e-06,3.8132812500000016e-06,3.910937500000003e-06,4.008593750000002e-06,4.106250000000003e-06,4.203906250000004e-06,4.3015625000000055e-06,4.399218750000005e-06,4.496875000000003e-06,4.594531250000004e-06,4.692187500000005e-06,4.789843750000006e-06,4.887500000000004e-06,4.985156250000003e-06,5.082812500000004e-06,5.180468750000005e-06,5.278125000000001e-06,5.375781250000002e-06,5.4734375000000034e-06,5.5710937500000045e-06,5.668750000000002e-06,5.766406250000002e-06,5.864062500000003e-06,5.961718750000004e-06,6.059375e-06,6.157031250000001e-06,6.254687500000002e-06,6.352343750000003e-06,6.450000000000001e-06,6.547656250000004e-06,6.645312500000005e-06,6.742968750000006e-06,6.840625000000002e-06,6.938281250000003e-06,7.035937500000004e-06,7.133593750000005e-06,7.231250000000003e-06,7.328906250000002e-06,7.4265625000000035e-06,7.524218750000005e-06,7.621875000000001e-06,7.719531250000002e-06,7.817187500000003e-06,7.914843750000004e-06,8.012500000000002e-06,8.110156250000001e-06,8.207812500000002e-06,8.305468750000003e-06,8.403125e-06,8.50078125e-06,8.598437500000001e-06,8.696093750000003e-06,8.79375e-06,8.891406250000003e-06,8.989062500000004e-06,9.086718750000005e-06,9.184375000000001e-06,9.282031250000002e-06,9.379687500000004e-06,9.477343750000005e-06,9.575000000000002e-06,9.672656250000002e-06,9.770312500000003e-06,9.867968750000004e-06,9.965625e-06,1.0063281250000001e-05,1.0160937500000002e-05,1.0258593750000003e-05,1.0356250000000001e-05,1.0453906250000007e-05,1.0551562500000008e-05,1.064921875000001e-05,1.0746875000000005e-05,1.0844531250000007e-05,1.0942187500000008e-05,1.1039843750000009e-05,1.1137500000000006e-05,1.1235156249999999e-05,1.13328125e-05,1.1430468750000001e-05,1.1528124999999997e-05,1.1625781249999998e-05,1.17234375e-05,1.182109375e-05,1.1918749999999998e-05,1.2016406250000008e-05,1.2114062500000009e-05,1.221171875000001e-05,1.2309375000000006e-05,1.2407031250000007e-05,1.2504687500000008e-05,1.260234375000001e-05,1.2700000000000007e-05,1.279765625e-05,1.2895312500000001e-05,1.2992968750000002e-05,1.3090624999999998e-05,1.3188281249999999e-05,1.32859375e-05,1.338359375e-05,1.3481249999999999e-05,1.3578906250000005e-05,1.3676562500000005e-05,1.3774218750000007e-05,1.3871875000000003e-05,1.3969531250000006e-05,1.4067187500000006e-05,1.4164843750000005e-05,1.4262500000000004e-05,1.436015625e-05,1.44578125e-05,1.4555468750000003e-05,1.4653124999999999e-05,1.4750781250000005e-05,1.4848437500000001e-05,1.4946093749999997e-05,1.5043750000000003e-05,1.5141406250000006e-05,1.5239062500000002e-05,1.5336718750000008e-05,1.5434375000000004e-05,1.553203125000001e-05,1.5629687500000006e-05,1.5727343750000002e-05,1.582500000000001e-05,1.5922656249999998e-05,1.6020312499999994e-05,1.611796875e-05,1.6215624999999996e-05,1.6313281250000002e-05,1.6410937499999998e-05,1.6508593749999994e-05,1.660625e-05
