,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499
intensity,7896.0,7675.0,7694.0,7860.0,7725.0,7969.0,7897.0,7851.0,7615.0,7643.0,7709.0,7577.0,8022.0,7976.0,7744.0,7952.0,7900.0,7597.0,7691.0,7909.0,7941.0,7448.0,7752.0,7547.0,7617.0,7721.0,8120.0,7648.0,7819.0,8239.0,7648.0,8072.0,8188.0,7729.0,7724.0,7701.0,7816.0,7700.0,8041.0,7752.0,7526.0,7820.0,7859.0,7756.0,7696.0,8057.0,7868.0,7689.0,7843.0,7902.0,7421.0,7782.0,7824.0,7780.0,7614.0,7822.0,7739.0,7702.0,7889.0,7941.0,7945.0,8137.0,7635.0,7448.0,7681.0,7778.0,7664.0,7801.0,8011.0,7228.0,7653.0,7883.0,7920.0,7904.0,8372.0,7901.0,7664.0,8055.0,8013.0,7647.0,7894.0,7731.0,7669.0,7736.0,7752.0,7612.0,7655.0,8002.0,8024.0,7341.0,7939.0,7841.0,7433.0,7730.0,7773.0,7382.0,7374.0,7745.0,7574.0,7736.0,7821.0,7924.0,7801.0,7845.0,7933.0,7699.0,8081.0,7940.0,7598.0,7344.0,7757.0,7208.0,7505.0,7841.0,7891.0,7580.0,7941.0,7963.0,7799.0,8487.0,8306.0,7617.0,7837.0,7738.0,7457.0,7050.0,7317.0,7365.0,7314.0,7271.0,7508.0,7603.0,8171.0,8312.0,8358.0,8575.0,8364.0,8244.0,7566.0,7973.0,7475.0,7002.0,7085.0,7162.0,7003.0,7224.0,7577.0,7781.0,8370.0,8599.0,8557.0,8309.0,8515.0,8408.0,7826.0,7185.0,6925.0,6702.0,6562.0,6969.0,7089.0,7227.0,7929.0,8391.0,8378.0,8710.0,8925.0,8325.0,8276.0,7850.0,7209.0,7099.0,6996.0,6653.0,6911.0,7115.0,7319.0,7310.0,7879.0,8370.0,8134.0,8870.0,8818.0,8379.0,7906.0,7756.0,7281.0,7022.0,7101.0,7094.0,6974.0,7077.0,7637.0,7431.0,7913.0,8656.0,8328.0,8163.0,8505.0,8297.0,7966.0,7777.0,7566.0,7132.0,7176.0,7036.0,7017.0,7098.0,7848.0,7824.0,8068.0,8333.0,8399.0,8062.0,8200.0,8288.0,7159.0,7365.0,7710.0,7024.0,7315.0,7486.0,7419.0,7545.0,7928.0,7556.0,7535.0,8060.0,7944.0,7715.0,7900.0,7676.0,7485.0,7409.0,7764.0,7545.0,7442.0,8031.0,7746.0,7526.0,7955.0,7820.0,7705.0,7961.0,7909.0,7384.0,7557.0,7684.0,7631.0,7638.0,7873.0,7621.0,7532.0,7716.0,7845.0,7619.0,7717.0,8053.0,7501.0,7231.0,7509.0,7472.0,7503.0,7546.0,7716.0,7443.0,7822.0,7626.0,7406.0,7744.0,7815.0,7836.0,7788.0,7858.0,7686.0,7581.0,8001.0,7823.0,7558.0,7870.0,7680.0,7553.0,7744.0,7987.0,7607.0,7756.0,7795.0,7720.0,7812.0,8065.0,7742.0,7357.0,8076.0,7801.0,7446.0,7486.0,7672.0,7719.0,7868.0,7722.0,7555.0,7726.0,7615.0,7795.0,7431.0,7879.0,7629.0,7741.0,7426.0,7669.0,7702.0,7741.0,7624.0,7870.0,7508.0,7832.0,7684.0,7976.0,7740.0,7655.0,7773.0,7804.0,8063.0,7582.0,7779.0,7776.0,7602.0,7298.0,7906.0,7931.0,7523.0,7973.0,7681.0,7250.0,7587.0,7673.0,7585.0,7542.0,7732.0,7692.0,7464.0,7788.0,7572.0,7510.0,7805.0,7903.0,7758.0,7981.0,7653.0,7716.0,7836.0,7887.0,7933.0,7575.0,7871.0,7798.0,7435.0,7473.0,7781.0,7578.0,7650.0,8214.0,7624.0,7692.0,7738.0,7970.0,7441.0,7590.0,7785.0,7404.0,7736.0,7962.0,7977.0,7418.0,8058.0,7582.0,7548.0,7473.0,7931.0,7825.0,7816.0,7402.0,7555.0,7923.0,7760.0,7801.0,7754.0,7938.0,7470.0,7619.0,7981.0,7854.0,7676.0,7836.0,7690.0,7607.0,7745.0,7827.0,8141.0,7841.0,8109.0,7667.0,7542.0,7846.0,7776.0,7740.0,8112.0,7859.0,7446.0,7670.0,7842.0,7589.0,7924.0,7673.0,7743.0,7671.0,7623.0,7969.0,7709.0,7696.0,7988.0,7475.0,7827.0,7974.0,7490.0,7607.0,7887.0,7803.0,7606.0,7667.0,7790.0,7554.0,8027.0,8155.0,7619.0,7546.0,7895.0,7616.0,7609.0,7820.0,7597.0,7454.0,7903.0,7846.0,7564.0,7911.0,7866.0,7708.0,8021.0,7809.0,7745.0,7823.0,8009.0,7993.0,7300.0,7919.0,7884.0,7509.0,7716.0,7853.0,7885.0,8033.0,7747.0,7489.0,7544.0,7743.0,7658.0,7632.0,7875.0,7643.0,7431.0,7674.0,7821.0,7591.0,7542.0,7794.0,7481.0,7556.0,7983.0,7923.0,7410.0,7625.0,7761.0,7597.0,7771.0,8037.0,7765.0,7626.0,7924.0,7841.0,7480.0,7905.0,7811.0,7683.0,7537.0,7782.0,7433.0,7577.0,7972.0,7607.0
opd,-2.8775781249999997e-05,-2.8873437499999993e-05,-2.897109374999999e-05,-2.9068749999999995e-05,-2.9166406249999998e-05,-2.9264062499999997e-05,-2.936171875e-05,-2.9459374999999996e-05,-2.955703125e-05,-2.9654687499999998e-05,-2.9752343749999998e-05,-2.985e-05,-3.095234374999999e-05,-3.08546875e-05,-3.0757031249999994e-05,-3.0659375e-05,-3.0561718749999995e-05,-3.0464062499999996e-05,-3.0366406249999997e-05,-3.0268749999999994e-05,-3.0171093749999998e-05,-3.00734375e-05,-2.9975781249999996e-05,-2.9878124999999996e-05,-2.9780468749999993e-05,-2.9682812499999997e-05,-2.9585156249999998e-05,-2.948749999999999e-05,-2.9389843749999996e-05,-2.92921875e-05,-2.9194531249999997e-05,-2.9096874999999997e-05,-2.899921874999999e-05,-2.8901562499999995e-05,-2.880390625e-05,-2.8706249999999993e-05,-2.860859374999999e-05,-2.851093749999999e-05,-2.8413281249999988e-05,-2.8315624999999992e-05,-2.8217968749999986e-05,-2.812031249999999e-05,-2.802265624999999e-05,-2.7924999999999988e-05,-2.782734375e-05,-2.77296875e-05,-2.7632031249999996e-05,-2.7534374999999997e-05,-2.7436718749999994e-05,-2.7339062499999998e-05,-2.724140625e-05,-2.7143749999999992e-05,-2.704609374999999e-05,-2.6948437499999994e-05,-2.685078124999999e-05,-2.675312499999999e-05,-2.665546874999999e-05,-2.655781249999999e-05,-2.6460156249999993e-05,-2.636249999999999e-05,-2.626484374999999e-05,-2.616718749999999e-05,-2.606953124999999e-05,-2.5971874999999993e-05,-2.587421874999999e-05,-2.577656249999999e-05,-2.567890624999999e-05,-2.558124999999999e-05,-2.5483593749999996e-05,-2.5385937499999993e-05,-2.5288281249999993e-05,-2.5190624999999997e-05,-2.5092968749999995e-05,-2.4995312499999995e-05,-2.4897656249999992e-05,-2.4799999999999996e-05,-2.470234374999999e-05,-2.460468749999999e-05,-2.450703124999999e-05,-2.4409374999999992e-05,-2.4311718749999993e-05,-2.421406249999999e-05,-2.411640624999999e-05,-2.4018749999999994e-05,-2.392109374999999e-05,-2.3823437499999992e-05,-2.372578124999999e-05,-2.3628124999999993e-05,-2.353046874999999e-05,-2.343281249999999e-05,-2.333515624999999e-05,-2.3237499999999992e-05,-2.3139843749999993e-05,-2.304218749999999e-05,-2.294453124999999e-05,-2.284687499999999e-05,-2.2749218749999992e-05,-2.2651562499999992e-05,-2.255390624999999e-05,-2.2456249999999994e-05,-2.235859374999999e-05,-2.226093749999999e-05,-2.2163281249999992e-05,-2.2065624999999993e-05,-2.1967968749999993e-05,-2.187031249999999e-05,-2.177265624999999e-05,-2.1674999999999995e-05,-2.1577343749999992e-05,-2.1479687499999993e-05,-2.138203124999999e-05,-2.1284374999999994e-05,-2.1186718749999994e-05,-2.108906249999999e-05,-2.0991406249999992e-05,-2.0893749999999993e-05,-2.0796093749999993e-05,-2.0698437499999994e-05,-2.060078124999999e-05,-2.0503124999999995e-05,-2.0405468749999992e-05,-2.0307812499999993e-05,-2.021015624999999e-05,-2.0112499999999994e-05,-2.0014843749999995e-05,-1.9917187499999992e-05,-1.9819531249999993e-05,-1.9721874999999997e-05,-1.9624218749999994e-05,-1.9526562499999994e-05,-1.942890624999999e-05,-1.9331249999999996e-05,-1.9233593749999996e-05,-1.9135937499999993e-05,-1.9038281249999994e-05,-1.8940624999999995e-05,-1.8842968749999995e-05,-1.8745312499999992e-05,-1.8647656249999993e-05,-1.8549999999999997e-05,-1.8452343749999994e-05,-1.8354687499999995e-05,-1.8257031249999992e-05,-1.8159374999999996e-05,-1.8061718749999993e-05,-1.7964062499999994e-05,-1.7866406249999994e-05,-1.7768749999999995e-05,-1.7671093749999995e-05,-1.7573437499999993e-05,-1.7475781249999993e-05,-1.7378124999999997e-05,-1.7280468749999994e-05,-1.7182812499999995e-05,-1.7085156249999992e-05,-1.6987499999999996e-05,-1.6889843749999997e-05,-1.6792187499999994e-05,-1.6694531249999995e-05,-1.6596874999999995e-05,-1.6499218749999996e-05,-1.6401562499999993e-05,-1.6303906249999994e-05,-1.6206249999999998e-05,-1.6108593749999995e-05,-1.6010937499999995e-05,-1.5913281249999993e-05,-1.5815624999999993e-05,-1.5717968749999997e-05,-1.5620312499999994e-05,-1.5522656249999995e-05,-1.5424999999999995e-05,-1.5327343749999996e-05,-1.5229687499999995e-05,-1.5132031249999996e-05,-1.5034374999999994e-05,-1.4936718749999995e-05,-1.4839062499999994e-05,-1.4741406249999996e-05,-1.4643749999999995e-05,-1.4546093749999997e-05,-1.4448437499999996e-05,-1.4350781249999997e-05,-1.4253124999999996e-05,-1.4155468749999996e-05,-1.4057812499999995e-05,-1.3960156249999998e-05,-1.3862499999999996e-05,-1.3764843749999995e-05,-1.3667187499999996e-05,-1.3569531249999997e-05,-1.3471874999999995e-05,-1.3374218749999996e-05,-1.3276562499999995e-05,-1.3178906249999996e-05,-1.3081249999999996e-05,-1.2983593749999997e-05,-1.2885937499999997e-05,-1.2788281249999998e-05,-1.2690624999999997e-05,-1.2592968749999997e-05,-1.2495312499999996e-05,-1.2397656249999997e-05,-1.2299999999999997e-05,-1.2202343749999998e-05,-1.2104687499999997e-05,-1.2007031249999998e-05,-1.1909374999999996e-05,-1.1811718749999997e-05,-1.1714062499999998e-05,-1.1616406249999998e-05,-1.1518749999999997e-05,-1.1421093749999996e-05,-1.1323437499999997e-05,-1.1225781249999997e-05,-1.1128124999999996e-05,-1.1030468749999997e-05,-1.0932812499999996e-05,-1.0835156249999996e-05,-1.0737499999999997e-05,-1.0639843749999997e-05,-1.0542187499999998e-05,-1.0444531249999998e-05,-1.0346874999999999e-05,-1.0249218749999998e-05,-1.0151562499999999e-05,-1.0053906249999997e-05,-9.956249999999998e-06,-9.858593749999999e-06,-9.760937499999998e-06,-9.663281249999998e-06,-9.565624999999997e-06,-9.467968749999998e-06,-9.370312499999998e-06,-9.272656249999999e-06,-9.174999999999998e-06,-9.07734375e-06,-8.979687499999999e-06,-8.88203125e-06,-8.784374999999998e-06,-8.686718749999999e-06,-8.5890625e-06,-8.49140625e-06,-8.393749999999999e-06,-8.296093749999998e-06,-8.198437499999999e-06,-8.100781249999999e-06,-8.003125e-06,-7.905468749999999e-06,-7.8078125e-06,-7.710156249999998e-06,-7.612499999999999e-06,-7.5148437499999984e-06,-7.417187499999998e-06,-7.319531249999999e-06,-7.2218749999999985e-06,-7.124218749999998e-06,-7.026562499999999e-06,-6.928906249999999e-06,-6.831249999999998e-06,-6.73359375e-06,-6.6359374999999995e-06,-6.53828125e-06,-6.440625e-06,-6.34296875e-06,-6.2453125e-06,-6.14765625e-06,-6.05e-06,-5.952343749999999e-06,-5.854687499999999e-06,-5.75703125e-06,-5.6593749999999995e-06,-5.561718749999999e-06,-5.4640625e-06,-5.3664062499999996e-06,-5.268749999999999e-06,-5.171093750000001e-06,-5.0734375000000005e-06,-4.975781250000001e-06,-4.878125000000001e-06,-4.780468750000001e-06,-4.682812500000001e-06,-4.585156250000001e-06,-4.487500000000001e-06,-4.38984375e-06,-4.2921875e-06,-4.194531250000001e-06,-4.0968750000000005e-06,-3.99921875e-06,-3.901562500000001e-06,-3.8039062500000006e-06,-3.7062500000000003e-06,-3.60859375e-06,-3.5109375e-06,-3.4132812500000004e-06,-3.315625e-06,-3.21796875e-06,-3.1203125000000005e-06,-3.02265625e-06,-2.925e-06,-2.8273437499999946e-06,-2.7296874999999944e-06,-2.632031249999995e-06,-2.5343749999999947e-06,-2.4367187499999944e-06,-2.339062499999995e-06,-2.2414062499999948e-06,-2.1437499999999945e-06,-2.0460937499999943e-06,-1.948437499999994e-06,-1.8507812499999946e-06,-1.7531249999999943e-06,-1.655468749999994e-06,-1.5578124999999938e-06,-1.4601562499999953e-06,-1.362499999999995e-06,-1.2648437499999964e-06,-1.1671874999999962e-06,-1.069531249999996e-06,-9.718749999999974e-07,-8.742187499999971e-07,-7.765624999999969e-07,-6.789062499999966e-07,-5.812499999999955e-07,-4.835937499999944e-07,-3.859374999999933e-07,-2.882812499999939e-07,-1.9062499999999447e-07,-9.296874999999506e-08,4.687500000006043e-09,1.0234375000000545e-07,2.0000000000000656e-07,2.9765625000000427e-07,3.953125000000054e-07,4.929687500000048e-07,5.906250000000042e-07,6.882812500000036e-07,7.859375000000047e-07,8.835937500000041e-07,9.812500000000052e-07,1.0789062500000063e-06,1.1765625000000074e-06,1.2742187500000068e-06,1.3718750000000062e-06,1.4695312500000057e-06,1.5671875000000068e-06,1.6648437500000062e-06,1.7625000000000073e-06,1.860156250000005e-06,1.957812500000006e-06,2.0554687500000055e-06,2.153125000000005e-06,2.2507812500000043e-06,2.3484375000000054e-06,2.446093750000005e-06,2.543750000000006e-06,2.6414062500000036e-06,2.7390625000000047e-06,2.836718750000004e-06,2.9343750000000036e-06,3.032031250000003e-06,3.129687500000004e-06,3.2273437500000035e-06,3.3250000000000046e-06,3.4226562500000023e-06,3.5203125000000034e-06,3.617968750000003e-06,3.7156250000000022e-06,3.8132812500000016e-06,3.910937500000003e-06,4.008593750000002e-06,4.106250000000003e-06,4.203906250000004e-06,4.3015625000000055e-06,4.399218750000005e-06,4.496875000000003e-06,4.594531250000004e-06,4.692187500000005e-06,4.789843750000006e-06,4.887500000000004e-06,4.985156250000003e-06,5.082812500000004e-06,5.180468750000005e-06,5.278125000000001e-06,5.375781250000002e-06,5.4734375000000034e-06,5.5710937500000045e-06,5.668750000000002e-06,5.766406250000002e-06,5.864062500000003e-06,5.961718750000004e-06,6.059375e-06,6.157031250000001e-06,6.254687500000002e-06,6.352343750000003e-06,6.450000000000001e-06,6.547656250000004e-06,6.645312500000005e-06,6.742968750000006e-06,6.840625000000002e-06,6.938281250000003e-06,7.035937500000004e-06,7.133593750000005e-06,7.231250000000003e-06,7.328906250000002e-06,7.4265625000000035e-06,7.524218750000005e-06,7.621875000000001e-06,7.719531250000002e-06,7.817187500000003e-06,7.914843750000004e-06,8.012500000000002e-06,8.110156250000001e-06,8.207812500000002e-06,8.305468750000003e-06,8.403125e-06,8.50078125e-06,8.598437500000001e-06,8.696093750000003e-06,8.79375e-06,8.891406250000003e-06,8.989062500000004e-06,9.086718750000005e-06,9.184375000000001e-06,9.282031250000002e-06,9.379687500000004e-06,9.477343750000005e-06,9.575000000000002e-06,9.672656250000002e-06,9.770312500000003e-06,9.867968750000004e-06,9.965625e-06,1.0063281250000001e-05,1.0160937500000002e-05,1.0258593750000003e-05,1.0356250000000001e-05,1.0453906250000007e-05,1.0551562500000008e-05,1.064921875000001e-05,1.0746875000000005e-05,1.0844531250000007e-05,1.0942187500000008e-05,1.1039843750000009e-05,1.1137500000000006e-05,1.1235156249999999e-05,1.13328125e-05,1.1430468750000001e-05,1.1528124999999997e-05,1.1625781249999998e-05,1.17234375e-05,1.182109375e-05,1.1918749999999998e-05,1.2016406250000008e-05,1.2114062500000009e-05,1.221171875000001e-05,1.2309375000000006e-05,1.2407031250000007e-05,1.2504687500000008e-05,1.260234375000001e-05,1.2700000000000007e-05,1.279765625e-05,1.2895312500000001e-05,1.2992968750000002e-05,1.3090624999999998e-05,1.3188281249999999e-05,1.32859375e-05,1.338359375e-05,1.3481249999999999e-05,1.3578906250000005e-05,1.3676562500000005e-05,1.3774218750000007e-05,1.3871875000000003e-05,1.3969531250000006e-05,1.4067187500000006e-05,1.4164843750000005e-05,1.4262500000000004e-05,1.436015625e-05,1.44578125e-05,1.4555468750000003e-05,1.4653124999999999e-05,1.4750781250000005e-05,1.4848437500000001e-05,1.4946093749999997e-05,1.5043750000000003e-05,1.5141406250000006e-05,1.5239062500000002e-05,1.5336718750000008e-05,1.5434375000000004e-05,1.553203125000001e-05,1.5629687500000006e-05,1.5727343750000002e-05,1.582500000000001e-05,1.5922656249999998e-05,1.6020312499999994e-05,1.611796875e-05,1.6215624999999996e-05,1.6313281250000002e-05,1.6410937499999998e-05,1.6508593749999994e-05,1.660625e-05
